Geneid,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S1,PC3_Normoxia_S2
ENSG00000298147,0,0,0,0,0,0,0,0
ENSG00000298230,0,0,1,2,0,0,1,1
ENSG00000298256,0,0,0,0,0,0,0,0
ENSG00000229630,0,0,0,0,0,0,0,0
ENSG00000298283,0,0,0,0,0,0,0,0
ENSG00000298296,0,0,0,0,0,0,0,0
ENSG00000298297,25,40,36,37,3,0,1,5
ENSG00000290952,0,0,0,0,0,0,0,0
ENSG00000298309,6,4,7,6,68,34,28,75
ENSG00000298315,0,1,0,0,1,0,0,0
ENSG00000285810,0,3,0,0,6,0,0,5
ENSG00000298320,0,0,0,0,0,0,0,0
ENSG00000298322,0,0,0,1,10,3,1,0
ENSG00000298323,0,0,0,0,0,0,0,0
ENSG00000298380,0,0,0,0,3,1,1,1
ENSG00000269609,1038,1256,1673,2205,22,11,21,68
ENSG00000298408,0,0,0,0,0,0,0,0
ENSG00000298413,62,84,100,92,5,3,2,7
ENSG00000180066,257,326,564,742,1,0,1,1
ENSG00000298462,0,0,0,0,0,0,0,1
ENSG00000298480,0,0,0,0,0,0,0,0
ENSG00000285300,0,0,0,0,0,0,0,0
ENSG00000298523,0,0,0,0,0,0,0,0
ENSG00000298532,0,0,4,0,0,0,0,0
ENSG00000285739,0,0,0,0,0,0,0,0
ENSG00000227244,0,1,0,0,0,0,0,0
ENSG00000298566,0,0,0,0,0,0,0,0
ENSG00000298582,0,0,0,0,0,0,0,0
ENSG00000298595,0,0,0,0,0,0,0,0
ENSG00000298602,0,0,0,0,0,0,0,0
ENSG00000289989,11,17,0,0,5,2,1,4
ENSG00000298616,0,0,0,0,0,0,1,0
ENSG00000298617,0,0,0,0,0,0,0,0
ENSG00000298626,0,0,0,0,0,0,0,0
ENSG00000298639,8,12,4,16,18,6,3,15
ENSG00000298678,0,0,0,0,0,0,0,0
ENSG00000298708,0,0,0,0,0,0,0,0
ENSG00000237002,0,0,0,0,0,0,0,0
ENSG00000298737,0,0,0,0,0,0,0,0
ENSG00000298785,0,0,1,2,0,0,0,0
ENSG00000298794,0,0,0,0,0,0,0,0
ENSG00000298814,0,0,0,0,0,0,0,0
ENSG00000298820,0,0,0,0,0,0,0,1
ENSG00000298823,7,17,16,23,5,1,5,2
ENSG00000273360,0,0,0,0,0,0,0,0
ENSG00000288107,3,2,0,0,0,0,0,0
ENSG00000228302,0,0,0,0,0,0,1,0
ENSG00000224919,0,0,2,3,0,0,0,0
ENSG00000225936,0,0,1,1,0,0,1,0
ENSG00000298933,0,0,0,0,0,0,0,0
ENSG00000271848,17,10,16,13,0,0,0,0
ENSG00000229240,0,0,0,0,0,0,0,0
ENSG00000298969,0,0,0,0,0,0,0,0
ENSG00000298970,0,0,0,0,0,0,0,0
ENSG00000231082,0,0,0,0,0,0,0,0
ENSG00000298990,0,0,0,0,0,0,0,0
ENSG00000298998,0,0,0,0,0,0,0,0
ENSG00000299012,0,1,0,1,5,1,0,1
ENSG00000299014,0,0,0,0,0,0,0,0
ENSG00000299019,0,0,0,0,0,0,0,0
ENSG00000299035,0,0,0,0,0,0,0,0
ENSG00000299058,0,0,0,0,0,0,0,0
ENSG00000299061,0,0,0,0,0,0,0,0
ENSG00000299071,0,0,0,0,0,0,0,0
ENSG00000299072,0,0,1,0,0,0,0,0
ENSG00000286993,0,0,0,0,0,0,0,0
ENSG00000293313,1401,1745,1368,1337,242,91,98,369
ENSG00000299204,0,1,0,1,0,0,0,0
ENSG00000299224,0,0,0,0,0,0,0,0
ENSG00000299238,0,0,0,0,0,0,0,0
ENSG00000287057,0,0,0,0,0,0,0,0
ENSG00000285587,0,0,0,0,0,0,1,0
ENSG00000237267,0,0,0,0,0,0,0,0
ENSG00000299296,0,0,0,1,0,0,0,0
ENSG00000299307,21,46,51,65,13,2,2,14
ENSG00000299318,0,0,0,0,0,0,0,0
ENSG00000225497,0,0,0,0,0,0,0,0
ENSG00000236958,0,0,0,0,0,0,0,0
ENSG00000232139,1,10,7,7,0,0,0,0
ENSG00000299423,0,0,0,0,0,0,0,0
ENSG00000299437,0,0,0,0,0,0,0,0
ENSG00000299483,5,12,15,19,3,4,1,7
ENSG00000299486,1,4,0,0,0,0,0,0
ENSG00000231233,26,14,42,39,4,1,2,2
ENSG00000299501,1,0,0,0,1,0,0,4
ENSG00000226426,0,0,0,0,0,0,0,0
ENSG00000228683,0,0,0,0,0,0,0,0
ENSG00000299544,0,0,0,0,0,0,0,0
ENSG00000299548,0,0,0,0,49,20,22,95
ENSG00000299560,0,0,0,0,0,0,0,0
ENSG00000299562,0,0,0,0,0,0,0,0
ENSG00000224190,0,0,0,0,0,0,0,0
ENSG00000227695,7,7,2,2,0,0,0,0
ENSG00000285712,9,13,5,6,0,0,0,0
ENSG00000234452,0,0,0,0,0,0,0,1
ENSG00000299623,0,0,0,0,0,0,0,0
ENSG00000299631,0,0,0,0,0,0,0,1
ENSG00000227121,434,364,187,219,21,8,2,6
ENSG00000299688,0,0,0,1,0,0,0,0
ENSG00000299703,0,0,0,0,0,0,2,0
ENSG00000234962,0,0,0,1,0,0,0,0
ENSG00000227076,0,1,0,0,4,1,1,18
ENSG00000299746,0,0,0,0,0,0,0,0
ENSG00000287326,0,0,0,0,8,2,1,1
ENSG00000285615,0,0,0,0,0,0,0,0
ENSG00000223993,0,0,0,0,0,0,0,0
ENSG00000299777,0,0,0,0,0,0,4,3
ENSG00000235180,0,0,0,0,153,43,19,47
ENSG00000299788,0,0,0,0,0,0,0,0
ENSG00000299798,0,0,2,1,2,2,3,3
ENSG00000299806,3,0,0,2,17,14,1,2
ENSG00000299823,0,0,0,0,0,0,0,0
ENSG00000299824,0,0,0,0,0,0,1,0
ENSG00000299835,0,0,0,0,0,0,0,0
ENSG00000299869,0,8,7,4,0,0,0,2
ENSG00000299883,5,5,6,7,0,0,0,0
ENSG00000299899,3,4,1,5,0,0,0,0
ENSG00000299914,1,1,0,0,0,1,0,1
ENSG00000203876,5,14,6,3,0,1,2,2
ENSG00000299927,24,26,6,12,6,2,1,0
ENSG00000299958,0,0,0,0,0,0,0,0
ENSG00000227475,0,0,0,0,0,0,0,0
ENSG00000299999,0,0,0,0,0,0,0,0
ENSG00000300011,0,0,0,0,0,0,0,0
ENSG00000300012,18,19,46,29,2,0,0,0
ENSG00000235823,603,601,554,677,609,258,173,563
ENSG00000289301,1,5,1,7,33,12,3,15
ENSG00000300141,0,0,0,0,0,0,0,0
ENSG00000286575,1,0,1,0,0,0,0,0
ENSG00000300159,0,0,0,0,0,0,0,0
ENSG00000300173,1,0,0,0,0,0,0,0
ENSG00000300183,0,0,0,0,0,0,0,0
ENSG00000300184,171,215,312,299,3,0,0,5
ENSG00000300219,0,0,0,0,0,0,0,0
ENSG00000205488,24,20,29,48,39,15,5,21
ENSG00000228701,32,30,35,24,19,7,5,10
ENSG00000300250,0,1,1,0,15,6,1,6
ENSG00000287566,3,3,8,12,8,2,3,9
ENSG00000300300,0,0,0,0,0,0,1,0
ENSG00000273143,2,1,6,11,20,10,6,26
ENSG00000300343,38,59,40,35,0,0,0,0
ENSG00000300364,0,0,1,0,0,0,0,1
ENSG00000300386,0,0,0,0,0,1,1,1
ENSG00000289193,4,3,1,5,66,35,24,44
ENSG00000300416,0,0,0,0,0,0,0,0
ENSG00000300468,0,0,0,0,1,0,0,0
ENSG00000289585,41,41,48,53,14,7,4,6
ENSG00000300532,0,0,0,0,0,0,0,0
ENSG00000228261,0,0,0,0,0,0,0,0
ENSG00000287120,0,0,0,0,0,0,0,0
ENSG00000300551,0,0,0,0,0,0,0,0
ENSG00000300559,24,11,32,20,4,1,0,5
ENSG00000300585,6,14,12,21,3,1,6,11
ENSG00000300601,0,0,0,0,0,0,0,0
ENSG00000231326,3,4,3,0,0,0,0,0
ENSG00000291056,21,19,16,19,8,1,1,4
ENSG00000224504,0,0,0,0,0,0,0,0
ENSG00000229418,0,0,0,0,0,0,0,0
ENSG00000300684,0,0,0,0,0,0,0,0
ENSG00000300703,0,0,0,0,0,0,0,0
ENSG00000238276,0,0,0,0,0,0,1,2
ENSG00000234170,0,0,0,0,0,0,0,0
ENSG00000300743,0,0,1,0,3,1,1,3
ENSG00000235281,0,1,2,5,1,0,0,0
ENSG00000300765,0,0,0,1,0,0,0,0
ENSG00000300824,3,9,14,5,8,4,2,15
ENSG00000289362,0,0,0,0,0,0,0,0
ENSG00000300861,0,0,0,0,0,0,0,0
ENSG00000300891,0,0,0,0,0,0,0,0
ENSG00000237797,0,0,0,0,0,0,0,1
ENSG00000300953,0,0,0,0,0,0,0,0
ENSG00000234973,1,1,1,0,0,0,0,0
ENSG00000300963,0,0,0,0,0,0,0,0
ENSG00000300971,0,0,0,0,0,0,0,0
ENSG00000300979,1,0,0,0,0,0,0,0
ENSG00000300983,0,0,0,0,0,0,0,0
ENSG00000300990,0,0,0,0,0,0,0,0
ENSG00000301027,0,0,0,0,0,0,0,0
ENSG00000229272,13,16,6,11,0,2,0,1
ENSG00000231188,1,1,1,3,3,2,0,2
ENSG00000301061,0,0,0,0,0,0,0,1
ENSG00000301086,1,0,0,0,4,3,3,10
ENSG00000225738,0,0,0,0,0,0,0,0
ENSG00000301113,0,5,34,18,0,0,0,0
ENSG00000301167,0,0,0,0,0,0,0,0
ENSG00000301198,0,0,0,0,0,0,0,0
ENSG00000280809,45,68,24,22,0,0,0,0
ENSG00000301223,0,0,0,0,0,1,0,0
ENSG00000301236,0,0,1,0,0,0,0,0
ENSG00000301241,0,2,0,0,0,0,0,0
ENSG00000205740,83,113,167,200,14,5,6,27
ENSG00000301278,0,0,0,0,0,0,0,0
ENSG00000232936,26,31,30,45,3,3,4,5
ENSG00000229869,61,67,41,62,2,2,3,9
ENSG00000287925,3,2,1,3,2,0,0,4
ENSG00000301311,0,0,0,0,0,0,0,0
ENSG00000301338,0,1,0,0,1,0,0,0
ENSG00000301378,0,0,0,0,0,0,0,0
ENSG00000301386,1,2,1,0,8,1,1,7
ENSG00000301426,0,0,0,0,0,0,0,0
ENSG00000301448,0,3,0,1,0,0,0,0
ENSG00000301463,0,0,0,0,0,0,0,0
ENSG00000301489,0,0,0,0,0,0,0,0
ENSG00000301548,0,3,0,1,0,0,0,0
ENSG00000301578,0,0,0,0,0,0,0,0
ENSG00000301597,0,0,0,2,0,0,0,0
ENSG00000285676,0,0,0,1,0,0,1,2
ENSG00000233334,0,0,3,0,0,0,1,0
ENSG00000301651,3,9,8,5,0,0,0,0
ENSG00000301668,0,0,0,0,0,0,0,0
ENSG00000301683,0,0,0,0,0,0,0,0
ENSG00000301691,3,5,6,5,3,1,2,11
ENSG00000301706,0,0,0,0,0,0,0,0
ENSG00000234173,0,0,0,0,0,0,0,0
ENSG00000301722,0,0,0,0,0,0,0,0
ENSG00000285958,1,1,1,1,0,1,0,0
ENSG00000301749,0,0,0,0,0,0,0,0
ENSG00000177640,357,357,597,672,69,22,38,110
ENSG00000301786,0,0,0,0,0,0,0,0
ENSG00000301799,0,0,0,0,0,0,0,0
ENSG00000301831,0,0,0,0,0,0,0,1
ENSG00000301833,0,0,0,0,0,0,0,0
ENSG00000301878,245,261,186,219,85,20,13,52
ENSG00000301879,0,0,0,3,1,0,0,0
ENSG00000226688,1450,1812,1662,1851,488,150,277,706
ENSG00000291294,0,0,0,0,0,0,0,0
ENSG00000301925,0,0,0,0,0,0,0,0
ENSG00000301927,0,0,0,0,0,0,0,0
ENSG00000289280,11,14,13,22,4,4,4,13
ENSG00000301943,0,0,0,0,1,0,1,0
ENSG00000301959,0,0,0,0,0,0,0,0
ENSG00000235470,0,0,0,0,18,3,1,2
ENSG00000301981,0,0,0,0,0,0,0,0
ENSG00000289972,4,12,4,7,0,0,0,0
ENSG00000301997,1,0,0,0,0,0,0,0
ENSG00000233321,0,0,0,0,38,14,8,10
ENSG00000226431,0,0,0,0,0,0,0,0
ENSG00000302051,0,0,0,0,1,0,0,0
ENSG00000289882,0,0,0,0,23,3,0,1
ENSG00000302058,21,33,49,61,5,1,2,9
ENSG00000302066,0,0,0,0,0,0,0,0
ENSG00000302067,1,5,0,1,0,0,0,0
ENSG00000302072,0,0,0,0,2,0,0,2
ENSG00000302075,0,0,0,0,0,0,0,0
ENSG00000302083,0,0,0,0,0,0,0,0
ENSG00000287528,0,0,3,7,134,52,31,79
ENSG00000215244,17,10,12,6,3,1,0,0
ENSG00000302085,0,0,0,1,0,0,0,0
ENSG00000205696,0,0,0,0,1,0,0,1
ENSG00000288893,0,0,0,0,2,0,0,0
ENSG00000302097,0,0,0,0,0,0,0,0
ENSG00000302099,0,0,0,1,0,0,0,0
ENSG00000302106,3,11,5,9,4,1,1,4
ENSG00000302116,0,0,0,0,0,0,0,0
ENSG00000302118,0,0,0,0,0,0,0,0
ENSG00000302126,0,0,0,0,0,0,0,0
ENSG00000302130,0,0,0,0,0,0,0,0
ENSG00000302136,0,0,0,0,0,0,0,1
ENSG00000302151,0,0,0,0,0,0,0,0
ENSG00000302173,2,1,0,1,0,0,0,0
ENSG00000302218,0,0,0,0,0,0,0,0
ENSG00000302227,0,0,0,0,0,0,0,0
ENSG00000302243,1,3,0,0,0,1,0,0
ENSG00000225292,6,1,1,2,2,0,1,1
ENSG00000302264,0,0,0,0,0,0,0,0
ENSG00000223502,0,0,1,0,1,0,1,0
ENSG00000237233,0,2,0,0,1,0,0,0
ENSG00000302277,0,0,0,0,0,0,0,0
ENSG00000286924,1,1,5,0,1,0,1,1
ENSG00000302338,0,4,2,0,0,0,0,0
ENSG00000302342,0,0,0,0,0,0,0,0
ENSG00000302354,0,0,0,0,0,0,0,0
ENSG00000302356,0,0,0,0,0,0,0,0
ENSG00000289386,0,0,0,0,5,1,0,3
ENSG00000302365,0,1,0,0,0,0,0,0
ENSG00000302386,1,0,2,2,0,0,0,0
ENSG00000290535,160,168,128,192,18,10,14,51
ENSG00000302434,2,1,3,2,0,0,4,1
ENSG00000302436,0,0,0,0,0,0,0,0
ENSG00000302444,0,0,0,0,0,0,0,0
ENSG00000224215,1,0,0,0,1,2,1,6
ENSG00000302478,0,0,0,0,0,0,0,0
ENSG00000302491,0,0,0,0,0,0,0,0
ENSG00000302495,0,1,1,0,0,0,0,0
ENSG00000302540,0,0,0,0,0,0,0,0
ENSG00000293534,0,0,0,0,0,0,0,0
ENSG00000302586,1,1,5,6,3,0,1,1
ENSG00000302618,0,0,0,0,0,0,0,0
ENSG00000302630,0,0,0,0,0,0,0,1
ENSG00000302642,0,0,0,1,3,1,0,3
ENSG00000302654,0,0,0,0,0,0,0,0
ENSG00000302656,0,1,0,0,0,0,0,0
ENSG00000302698,0,0,0,0,0,0,0,0
ENSG00000286876,0,0,0,0,0,0,0,0
ENSG00000302718,3,4,1,0,5,0,4,6
ENSG00000289395,0,0,0,0,0,0,0,1
ENSG00000235020,0,0,0,0,0,0,0,0
ENSG00000302732,0,0,0,0,0,0,0,0
ENSG00000302752,0,1,0,0,1,0,0,0
ENSG00000287261,10,1,11,7,1,0,2,3
ENSG00000302787,0,0,0,0,0,0,0,1
ENSG00000302788,0,0,0,0,0,0,0,0
ENSG00000302824,0,0,0,0,0,0,0,0
ENSG00000302873,0,6,2,0,1,0,0,2
ENSG00000290887,0,0,0,0,0,0,0,0
ENSG00000302901,0,0,0,0,12,4,3,5
ENSG00000302904,4,5,7,2,4,2,3,4
ENSG00000302909,2,0,3,2,0,0,0,0
ENSG00000302912,0,0,0,0,0,0,0,0
ENSG00000302926,0,0,0,1,0,0,0,0
ENSG00000290445,54,62,51,67,4,2,3,12
ENSG00000204832,2577,2904,3032,3417,0,0,0,0
ENSG00000302985,0,0,0,0,1,0,0,0
ENSG00000235931,0,0,2,0,0,0,0,0
ENSG00000303005,0,0,0,0,0,0,0,0
ENSG00000233945,0,0,0,0,0,0,0,0
ENSG00000303041,39,54,24,9,1,1,0,0
ENSG00000264404,0,0,0,0,0,0,0,0
ENSG00000236756,276,300,300,373,150,68,82,215
ENSG00000303062,0,0,0,0,0,0,0,0
ENSG00000303068,0,0,0,0,0,0,0,0
ENSG00000303074,0,0,0,0,0,0,0,0
ENSG00000303087,0,0,0,0,0,0,0,0
ENSG00000303100,0,0,0,0,0,0,0,0
ENSG00000303140,0,0,0,0,0,0,0,0
ENSG00000303145,0,0,0,0,0,0,0,1
ENSG00000303158,0,0,0,0,0,0,0,0
ENSG00000236303,137,154,100,120,0,0,0,2
ENSG00000225140,0,0,0,0,0,0,0,0
ENSG00000286289,8,8,2,1,0,0,0,0
ENSG00000303257,0,0,0,2,0,0,0,0
ENSG00000303273,0,0,0,0,0,0,0,0
ENSG00000303302,2,1,0,6,1,1,0,1
ENSG00000303320,0,0,1,2,0,1,0,0
ENSG00000280485,0,0,0,0,0,0,0,0
ENSG00000303335,0,0,0,2,4,1,2,4
ENSG00000303362,1,0,0,0,0,0,0,0
ENSG00000234952,0,0,0,0,0,0,0,0
ENSG00000303377,4,2,4,3,0,0,0,0
ENSG00000303380,0,0,0,0,1,0,2,4
ENSG00000303432,0,0,0,0,0,0,0,0
ENSG00000303458,0,0,0,0,1,0,0,1
ENSG00000303471,0,0,0,0,0,0,0,0
ENSG00000237761,0,0,0,0,0,0,0,0
ENSG00000303513,1,0,0,0,1,1,0,0
ENSG00000226200,132,173,243,185,187,87,104,244
ENSG00000257582,0,0,0,0,1,0,1,1
ENSG00000303532,12,22,26,22,0,0,0,0
ENSG00000228778,0,0,0,0,0,0,0,0
ENSG00000286401,0,0,0,0,3,1,0,3
ENSG00000303553,0,0,0,1,1,0,0,1
ENSG00000303571,0,0,1,1,0,0,0,0
ENSG00000303579,23,27,52,38,7,2,2,5
ENSG00000303594,1,0,0,0,0,0,0,0
ENSG00000286694,0,0,0,0,0,0,0,0
ENSG00000303616,0,0,0,0,19,8,2,9
ENSG00000303635,0,0,0,0,0,0,0,0
ENSG00000303638,0,0,0,0,0,0,0,0
ENSG00000303647,0,0,0,0,2,1,0,2
ENSG00000303648,0,0,0,3,2,0,0,1
ENSG00000303668,0,0,0,0,0,0,0,2
ENSG00000303684,0,0,0,0,0,0,0,0
ENSG00000303721,0,0,0,0,0,0,0,0
ENSG00000273008,45,56,39,56,7,3,2,17
ENSG00000303732,4,0,1,5,0,0,0,0
ENSG00000226387,0,0,0,0,0,0,0,0
ENSG00000303756,0,0,0,0,0,0,0,0
ENSG00000303775,0,0,0,0,0,0,0,0
ENSG00000303836,0,0,0,0,0,0,0,1
ENSG00000303862,0,0,0,0,1,0,0,0
ENSG00000185904,1734,1967,1523,1803,621,237,220,556
ENSG00000303926,0,0,0,0,0,0,0,0
ENSG00000226990,0,0,0,0,33,10,5,27
ENSG00000303941,0,0,0,0,0,0,0,0
ENSG00000303943,28,24,74,71,0,0,0,0
ENSG00000303957,0,0,0,0,0,0,0,0
ENSG00000303970,0,0,0,0,13,0,1,7
ENSG00000303971,0,0,0,0,0,0,0,0
ENSG00000304007,0,0,1,0,1,0,0,1
ENSG00000304022,0,0,0,0,0,0,0,0
ENSG00000304028,0,0,0,0,0,0,0,0
ENSG00000273162,107,146,126,163,77,23,41,94
ENSG00000304044,0,0,0,0,0,0,0,0
ENSG00000288844,64,87,36,65,12,6,7,11
ENSG00000290956,11,28,47,39,4,1,5,10
ENSG00000285803,0,0,0,0,0,0,0,0
ENSG00000304082,0,0,0,0,41,9,15,43
ENSG00000304099,0,0,0,0,0,0,0,0
ENSG00000304109,0,1,0,0,0,0,0,0
ENSG00000304114,0,0,1,0,1,0,0,0
ENSG00000304168,0,1,0,2,1,0,0,0
ENSG00000304184,0,0,0,0,0,0,0,0
ENSG00000304195,0,0,0,0,0,0,0,0
ENSG00000290458,0,0,0,0,0,0,0,0
ENSG00000304249,0,0,0,0,0,0,0,0
ENSG00000304270,6,3,4,8,2,0,0,1
ENSG00000304285,0,0,0,0,0,0,0,0
ENSG00000304329,0,0,0,0,0,0,0,0
ENSG00000231187,5,6,7,9,3,0,0,5
ENSG00000229278,10,6,14,11,5,0,2,7
ENSG00000304353,0,2,0,5,0,0,0,0
ENSG00000260475,5,7,13,12,1,2,0,3
ENSG00000304355,7,2,10,3,0,0,0,0
ENSG00000304373,0,0,0,0,0,0,0,0
ENSG00000236426,0,0,0,0,0,0,0,0
ENSG00000232739,0,0,0,0,1,0,0,0
ENSG00000304388,1,2,1,3,0,0,0,0
ENSG00000230098,3,7,4,4,0,0,0,0
ENSG00000304392,1,2,3,0,5,3,0,5
ENSG00000304395,0,0,0,0,0,0,0,0
ENSG00000304413,0,0,0,2,0,0,0,0
ENSG00000304433,0,0,0,0,0,0,0,0
ENSG00000304434,0,0,0,0,2,0,1,3
ENSG00000304441,0,0,0,0,0,0,0,0
ENSG00000304451,0,1,0,0,0,0,0,0
ENSG00000304473,0,0,0,0,1,0,0,0
ENSG00000304475,0,0,0,1,0,0,0,0
ENSG00000304525,0,0,0,0,0,0,0,0
ENSG00000304527,0,0,0,0,1,0,0,2
ENSG00000232767,0,0,0,0,0,0,0,0
ENSG00000304538,0,0,0,0,0,0,0,0
ENSG00000225913,0,0,0,1,0,0,0,1
ENSG00000234311,45,45,47,57,1,0,1,0
ENSG00000304565,6,8,7,6,9,3,1,6
ENSG00000223761,0,0,0,1,0,0,0,0
ENSG00000276850,6,7,6,4,124,49,45,104
ENSG00000290782,27,33,33,44,6,1,8,14
ENSG00000304597,0,0,0,0,0,0,0,0
ENSG00000287016,40,47,124,123,89,38,50,147
ENSG00000304609,3,1,0,1,0,0,0,0
ENSG00000196566,0,0,0,2,2,1,0,4
ENSG00000304615,0,0,0,0,0,0,0,0
ENSG00000228426,29,18,6,24,2,2,0,9
ENSG00000304625,2,2,3,0,0,0,0,0
ENSG00000290898,0,0,1,0,0,0,0,0
ENSG00000304640,2,0,0,0,2,0,0,0
ENSG00000237036,342,310,538,655,135,60,74,198
ENSG00000274461,0,0,0,0,1,0,1,3
ENSG00000304659,0,0,0,0,0,0,0,0
ENSG00000227165,18,18,21,29,2,1,2,8
ENSG00000304692,3,2,1,1,1,0,1,5
ENSG00000304715,0,0,0,0,0,0,0,0
ENSG00000304739,0,0,0,0,0,0,0,0
ENSG00000304740,0,0,0,0,0,1,0,0
ENSG00000304757,1,1,0,1,1,0,0,0
ENSG00000304763,0,0,0,0,7,3,1,5
ENSG00000304764,1,3,4,2,6,2,1,3
ENSG00000304766,9,10,7,15,0,0,0,1
ENSG00000304778,0,0,0,0,0,0,0,0
ENSG00000304783,10,12,17,12,15,4,12,23
ENSG00000304797,0,0,0,0,0,0,0,0
ENSG00000304798,0,0,0,0,0,0,0,0
ENSG00000304813,0,0,0,0,0,0,0,0
ENSG00000304819,0,0,0,0,0,0,0,0
ENSG00000304831,0,0,0,0,0,0,0,0
ENSG00000304836,0,0,0,0,0,0,0,0
ENSG00000286958,0,0,0,0,1,0,2,2
ENSG00000304847,0,0,1,0,0,0,0,0
ENSG00000304858,0,0,0,0,0,0,0,0
ENSG00000304870,0,0,0,0,0,0,0,0
ENSG00000285540,1,4,1,1,2,0,0,3
ENSG00000304934,10,6,14,12,9,0,2,6
ENSG00000225484,748,902,659,886,519,165,174,478
ENSG00000304961,163,152,209,176,33,12,10,27
ENSG00000304971,0,0,0,0,0,0,0,0
ENSG00000305003,0,0,0,0,0,0,0,0
ENSG00000233144,0,0,0,0,0,0,0,0
ENSG00000305028,0,0,0,0,4,0,0,1
ENSG00000305032,1,0,0,0,0,0,0,0
ENSG00000305036,0,0,0,0,0,0,0,0
ENSG00000305068,0,0,0,0,0,0,0,0
ENSG00000305071,0,0,0,0,0,0,0,0
ENSG00000305098,0,0,0,0,3,2,5,4
ENSG00000231422,67,73,55,35,0,0,0,0
ENSG00000305116,0,0,0,1,0,0,0,0
ENSG00000290014,0,0,0,0,0,0,1,1
ENSG00000305121,0,0,0,0,0,0,0,0
ENSG00000233642,25,33,56,58,0,0,0,0
ENSG00000289527,0,0,0,0,0,0,0,0
ENSG00000305153,0,0,0,0,5,3,1,4
ENSG00000305161,0,0,0,0,0,0,0,0
ENSG00000305167,0,2,1,3,1,0,0,1
ENSG00000305219,0,0,0,0,2,0,0,1
ENSG00000305242,0,0,0,0,0,0,0,0
ENSG00000305321,0,0,0,0,0,0,0,0
ENSG00000289954,0,0,0,0,0,0,0,0
ENSG00000305405,0,0,0,0,0,0,0,0
ENSG00000305416,0,0,0,3,0,0,0,0
ENSG00000305433,81,67,74,99,3,0,5,10
ENSG00000305440,0,0,0,0,0,0,0,0
ENSG00000271335,125,138,254,301,393,121,166,424
ENSG00000305475,0,0,0,0,0,0,0,0
ENSG00000305492,0,0,0,0,0,0,0,0
ENSG00000305493,10,2,10,12,0,0,0,2
ENSG00000285955,3,0,1,0,4,0,3,2
ENSG00000305527,0,0,0,0,0,0,0,1
ENSG00000230720,0,0,0,0,0,0,0,0
ENSG00000305605,0,0,0,0,8,5,0,14
ENSG00000305625,0,0,0,0,0,0,0,0
ENSG00000305626,0,0,0,0,0,0,0,0
ENSG00000305641,0,0,0,0,0,0,0,0
ENSG00000305675,2,3,2,2,1,0,0,0
ENSG00000290439,75,64,45,73,4,2,3,7
ENSG00000305692,0,0,0,0,0,0,0,0
ENSG00000305746,7,0,6,15,0,0,0,3
ENSG00000229227,0,0,0,0,0,0,0,1
ENSG00000305766,9,13,12,15,0,0,1,1
ENSG00000305768,0,0,0,0,0,0,0,0
ENSG00000305771,0,0,0,0,0,0,0,0
ENSG00000305773,0,0,0,0,0,0,0,1
ENSG00000272430,0,0,0,0,0,0,0,0
ENSG00000305784,0,0,0,0,0,1,0,0
ENSG00000305803,0,0,0,0,0,0,0,0
ENSG00000305804,0,0,0,0,0,0,0,0
ENSG00000305807,0,0,0,0,0,0,0,0
ENSG00000305816,0,0,0,0,1,1,0,2
ENSG00000236373,0,0,1,2,1,1,0,0
ENSG00000261368,1,0,0,0,9,0,3,6
ENSG00000256925,0,0,0,0,0,0,0,0
ENSG00000305864,0,0,0,0,0,0,0,0
ENSG00000203497,99,110,142,212,23,8,10,18
ENSG00000230417,70,82,100,105,2,0,1,4
ENSG00000224812,13,17,32,38,40,13,18,57
ENSG00000230229,3,0,0,0,0,0,0,0
ENSG00000223462,0,0,0,0,0,0,0,0
ENSG00000305926,0,0,0,1,0,0,1,0
ENSG00000229543,0,0,0,0,0,0,0,0
ENSG00000234504,0,1,0,0,0,0,0,0
ENSG00000232903,82,83,38,64,0,0,2,0
ENSG00000305965,3,1,9,1,0,1,0,0
ENSG00000305972,0,0,0,0,5,2,3,3
ENSG00000305989,0,0,0,1,0,0,0,0
ENSG00000272692,83,66,50,67,34,17,20,35
ENSG00000240707,2,10,2,11,1,0,0,1
ENSG00000289126,59,64,159,171,0,2,1,4
ENSG00000273248,16,15,8,26,12,2,16,35
ENSG00000306051,1,0,1,1,1,0,1,1
ENSG00000306073,64,53,69,113,0,0,0,0
ENSG00000306084,0,0,0,0,0,0,0,0
ENSG00000238176,0,0,0,0,0,0,0,0
ENSG00000229981,0,1,0,0,197,53,26,76
ENSG00000289299,0,0,0,0,0,0,0,0
ENSG00000306122,0,0,0,0,0,0,0,0
ENSG00000234736,0,0,0,0,0,0,0,0
ENSG00000306144,0,0,0,0,0,0,0,0
ENSG00000306176,1,0,1,0,5,0,1,1
ENSG00000237675,0,0,0,0,0,0,0,0
ENSG00000306200,0,0,0,0,0,0,0,0
ENSG00000306217,0,0,0,0,0,0,0,0
ENSG00000306250,2,0,0,0,4,1,1,0
ENSG00000306279,0,0,0,1,0,0,0,1
ENSG00000306301,0,0,0,0,0,0,0,0
ENSG00000306325,0,0,0,0,0,0,0,0
ENSG00000290706,65,87,25,35,3,0,1,0
